CDREDE;DE;CODMUN;MUN;CATEG;COD_ESC;TIPOESC;CODVINC;NOMESC;ENDESC;BAIESC;EMAIL;FONE1;ZONA;ED_INFANTIL;CLASSES ESPECIAIS;SALA DE RECURSO;ANOS INICIAIS;ANOS FINAIS;ENSINO MEDIO;EJA FUNDAMENTAL_AI;EJA ENSINO MÉDIO;EJA FUNDAMENTAL_AF;EJA FUNDAMENTAL_MULTI
20415;SUMARE;671;SUMARE;1;924672;8;NULL;MARINALVA GIMENES COLOSSAL DA CUNHA;RUA ANTONIO MENUZZO;PARQUE JATOBA;E924672A@EDUCACAO.SP.GOV.BR;38734110;1;0;0;0;0;544;247;0;0;0;0
20415;SUMARE;671;SUMARE;1;925731;8;NULL;SONIA MARIA MASCHIO BAPTISTA PROFESSORA;RUA ADELIA BELLONCI TOMAZIM;JARDIM AMELIA;E925731A@EDUCACAO.SP.GOV.BR;38322212;1;0;0;0;0;423;200;0;0;0;0
20415;SUMARE;748;HORTOLANDIA;1;48240;8;NULL;JARDIM SANTA CLARA DO LAGO;RUA LUIZ DA COSTA CAMARGO;JARDIM SANTA CLARA LAGO;E048240A@EDUCACAO.SP.GOV.BR;38871167;1;0;0;0;0;413;266;0;0;0;0
20415;SUMARE;748;HORTOLANDIA;1;462019;8;NULL;MARIA CRISTINA DE SOUZA LOBO PROFESSORA;ANGRA DOS REIS;JARDIM NOVA EUROPA;E462019A@EDUCACAO.SP.GOV.BR;38191569;1;0;0;0;0;236;120;0;0;0;0
20415;SUMARE;748;HORTOLANDIA;1;580824;8;NULL;JARDIM ALINE;BENEDITA TEODORO DA SILVA;JARDIM SANTIAGO;E580824A@EDUCACAO.SP.GOV.BR;38091107;1;0;14;0;0;298;97;0;0;0;0
20415;SUMARE;748;HORTOLANDIA;1;909592;8;NULL;JOSE CLARET DIONISIO PROFESSOR;RUA JOSE ALVES PEREIRA;RESIDENCIAL JOAO LUIZ;E909592A@EDUCACAO.SP.GOV.BR;38872563;1;0;0;0;0;300;0;0;0;0;0
20415;SUMARE;748;HORTOLANDIA;1;909610;8;NULL;ELISEO MARSON PROFESSOR;RUA OSWALD DE ANDRADE;JARDIM AMANDA;E909610A@EDUCACAO.SP.GOV.BR;39099070;1;0;0;0;0;739;605;0;0;0;0
20415;SUMARE;748;HORTOLANDIA;1;924994;8;NULL;CRISTIANE CHAVES MOREIRA BRAGA PROFESSORA;FABIANO PINHEIRO DA SILVA;JARDIM SANTANA;E924994A@EDUCACAO.SP.GOV.BR;38651824;1;0;0;0;0;406;166;0;0;0;0
20415;SUMARE;748;HORTOLANDIA;2;459653;15;36468;PENITENCIARIA ODETE LEITE DE CAMPOS CRITTER HORTOLANDIA II;LISANTO;JARDIM NOVO ANGULO;E036468A@EDUCACAO.SP.GOV.BR;38871680;1;0;0;0;0;0;0;24;81;102;0
20415;SUMARE;748;HORTOLANDIA;2;459665;15;36468;PENITENCIARIA HORTOLANDIA III;LISANTO;JARDIM NOVO ANGULO;E036468A@EDUCACAO.SP.GOV.BR;38871680;1;0;0;0;0;0;0;24;104;126;0
20417;CAMPINAS LESTE;244;CAMPINAS;1;18077;8;NULL;FIRMINO GONCALVES SILVEIRA CORONEL;RUA PARIS;PARQUE SAO QUIRINO;E018077A@EDUCACAO.SP.GOV.BR;32562457;1;0;11;0;317;0;0;0;0;0;0
20417;CAMPINAS LESTE;244;CAMPINAS;1;18119;8;NULL;CECILIA PEREIRA PROFESSORA;SERRA DO UMBUZEIRO;JARDIM PARANAPANEMA;E018119A@EDUCACAO.SP.GOV.BR;32527868;1;0;0;0;0;221;41;0;0;0;0
20417;CAMPINAS LESTE;244;CAMPINAS;1;18144;8;NULL;CRISTIANO VOLKART;PAUL HARRIS;NOVA CAMPINAS;E018144A@EDUCACAO.SP.GOV.BR;32514079;1;0;0;0;536;0;0;0;0;0;0
20417;CAMPINAS LESTE;244;CAMPINAS;1;18200;8;NULL;ANA RITA GODINHO POUSA PROFESSORA;RUA BENEDITA FRANCO GOMES;VILA ESMERALDA;E018200A@EDUCACAO.SP.GOV.BR;32517857;1;0;18;0;0;207;316;0;0;0;0
20417;CAMPINAS LESTE;244;CAMPINAS;1;18211;8;NULL;JOSE VILAGELIN NETO PROFESSOR;RUA DOM LUIZ ANTONIO DE SOUZA;JARDIM PROENCA;E018211A@EDUCACAO.SP.GOV.BR;32524705;1;0;13;0;0;266;284;0;0;0;0
20417;CAMPINAS LESTE;244;CAMPINAS;1;18247;8;NULL;FRANCISCO GLICERIO;AVENIDA DOUTOR MORAES SALES;CENTRO;E018247A@EDUCACAO.SP.GOV.BR;32362128;1;0;5;0;0;240;335;0;0;0;0
20417;CAMPINAS LESTE;244;CAMPINAS;1;18284;8;NULL;ADALBERTO NASCIMENTO;RUA ADALBERTO MAIA;TAQUARAL;E018284A@EDUCACAO.SP.GOV.BR;32512824;1;0;0;0;0;244;133;0;0;0;0
20417;CAMPINAS LESTE;244;CAMPINAS;1;18302;8;NULL;CARLOS GOMES;AVENIDA ANCHIETA;CENTRO;E018302A@EDUCACAO.SP.GOV.BR;32313033;1;0;28;0;247;311;572;0;106;0;0
20417;CAMPINAS LESTE;244;CAMPINAS;1;18348;8;NULL;ARTUR SEGURADO;BRASIL;JARDIM CHAPADAO;E018348A@EDUCACAO.SP.GOV.BR;32418169;1;0;10;0;415;0;0;0;0;0;0
20417;CAMPINAS LESTE;244;CAMPINAS;1;18399;8;NULL;JOAQUIM FERREIRA LIMA PROFESSOR;RUA JOAO NOGUEIRA FERRAZ FILHO;VILA TRINTA E UM DE MARCO;E018399A@EDUCACAO.SP.GOV.BR;32070037;1;0;12;0;162;126;162;0;0;0;0
20417;CAMPINAS LESTE;244;CAMPINAS;1;18533;8;NULL;31 DE MARCO;PEDRO PINHEIRO;JARDIM SANTA MONICA;E018533A@EDUCACAO.SP.GOV.BR;32460077;1;0;15;0;204;238;156;0;0;0;0
20417;CAMPINAS LESTE;244;CAMPINAS;1;18582;8;NULL;JOSE PEDRO DE OLIVEIRA;RUA ALBINO DE OLIVEIRA;BARAO GERALDO;E018582A@EDUCACAO.SP.GOV.BR;32891457;1;0;9;0;204;0;0;0;0;0;0
20417;CAMPINAS LESTE;244;CAMPINAS;1;18703;8;NULL;ANDRE FORT PROFESSOR;AVENIDA PAULO PROVENZA SOBRINHO;JARDIM CAMPOS ELISEOS;E018703A@EDUCACAO.SP.GOV.BR;32272464;1;0;8;0;540;0;0;0;0;0;0
20417;CAMPINAS LESTE;244;CAMPINAS;1;18788;8;NULL;HERCY MORAES PROFESSORA;PAULO PROVENZA SOBRINHO;VILA PERSEU LEITE DE BARROS;E018788A@EDUCACAO.SP.GOV.BR;32273063;1;0;11;0;0;264;125;0;0;0;0
20417;CAMPINAS LESTE;244;CAMPINAS;1;18867;8;NULL;FRANCISCO ALVARES PROFESSOR;RHODIA;VILA HOLLANDIA;E018867A@EDUCACAO.SP.GOV.BR;32874343;1;0;6;0;0;74;214;0;0;0;0
20417;CAMPINAS LESTE;244;CAMPINAS;1;18879;8;NULL;VITOR MEIRELLES;RUA ESPIRITO SANTO;SAO BERNARDO;E018879A@EDUCACAO.SP.GOV.BR;32720155;1;0;0;0;0;0;423;0;0;0;0
20417;CAMPINAS LESTE;244;CAMPINAS;1;42614;8;NULL;NEWTON SILVA TELLES PROFESSOR;RUA DOS IGUAIS;VILA COSTA E SILVA;E042614A@EDUCACAO.SP.GOV.BR;32090966;1;0;0;0;263;0;0;0;0;0;0
20417;CAMPINAS LESTE;244;CAMPINAS;1;42626;8;NULL;SEBASTIAO RAMOS NOGUEIRA PROFESSOR;RUA CANDIDO MOTA;SAO BERNARDO;E042686A@EDUCACAO.SP.GOV.BR;32729255;1;0;0;0;0;171;0;0;0;0;0
20417;CAMPINAS LESTE;244;CAMPINAS;1;42651;8;NULL;HILTON FEDERICI PROFESSOR;RUA EDUARDO MODESTO;VILA SAO ISABEL;E042651A@EDUCACAO.SP.GOV.BR;32491984;1;0;0;0;0;204;231;0;34;0;0
20417;CAMPINAS LESTE;244;CAMPINAS;1;47193;8;NULL;ROQUE DE MAGALHAES BARROS PROFESSOR;ANTONIO MARCOS PENSAMENTO DA SILVA;REAL PARQUE;E047193A@EDUCACAO.SP.GOV.BR;32892800;1;0;4;0;113;0;0;0;0;0;0
20417;CAMPINAS LESTE;244;CAMPINAS;1;65785;8;NULL;MARIA DE LOURDES BORDINI PROFESSORA;VIA SECUNDARIA D 1;SAN MARTIN;E065785A@EDUCACAO.SP.GOV.BR;32561636;1;0;9;0;474;0;0;0;0;0;0
20417;CAMPINAS LESTE;244;CAMPINAS;1;912924;8;NULL;EUNICE VIRGINIA RAMOS NAVERO PROFESSORA;ALCEU AMOROSO LIMA;PARQUE IMPERADOR;E912924A@EDUCACAO.SP.GOV.BR;32070088;1;0;5;0;79;152;0;0;0;0;0
20417;CAMPINAS LESTE;244;CAMPINAS;2;453365;15;18922;PENITENCIARIA FEMININA DE CAMPINAS;JOAO BATISTA MORATO DO CANTO;FUNDACAO DA CASA POPULAR;EDUCACAO@PFCAMPINAS.SAP.SP.GOV.BR;32724911;1;0;0;0;0;0;0;9;0;18;0
20417;CAMPINAS LESTE;244;CAMPINAS;2;498671;9;65626;CENTRO DE ATEND SOCIOEDUC AO ADOLESCENTE ANDORINHAS CIP;ALADINO SELMI COMENDADOR;VILA SAN MARTIN;NULL;32821688;1;0;0;0;0;0;0;0;0;0;0
20419;CAPIVARI;253;CAPIVARI;1;20795;8;NULL;MARIA JANUARIA VAZ TUCCORI PROFESSORA;RUA CEZAR GUIDETTI;VILA FATIMA;E020795A@EDUCACAO.SP.GOV.BR;34916835;1;0;0;0;0;324;208;0;0;0;0
20419;CAPIVARI;353;INDAIATUBA;1;18624;8;NULL;JOAQUIM PEDROSO DE ALVARENGA;RODOVIA JOSE BOLDRINI;ITAICI;E018624A@EDUCACAO.SP.GOV.BR;38947615;1;0;4;0;0;373;225;0;0;0;0
20419;CAPIVARI;353;INDAIATUBA;1;18659;8;NULL;GERALDO ENEAS DE CAMPOS PROFESSOR;RUA VOLUNTARIO JOAO DOS SANTOS;JARDIM PAU PRETO;E018659A@EDUCACAO.SP.GOV.BR;38753753;1;0;6;0;0;511;0;0;0;0;0
20419;CAPIVARI;353;INDAIATUBA;1;18661;8;NULL;HELENA DE CAMPOS CAMARGO PROFESSORA;RUA TUIUTI;CIDADE NOVA I;E018661A@EDUCACAO.SP.GOV.BR;38753468;1;0;4;0;0;542;396;0;140;65;0
20419;CAPIVARI;353;INDAIATUBA;1;49475;8;NULL;MARIA APPARECIDA PINTO DA CUNHA PROFESSORA;RUA REVERENDO ATAIDES COSTA;PARQUE DAS NACOES;E049475A@EDUCACAO.SP.GOV.BR;38752932;1;0;11;0;0;376;533;0;0;0;0
20419;CAPIVARI;353;INDAIATUBA;1;496601;8;NULL;PROFESSORA MARIA BERNADETE AMGARTEN PERES;AMARO SANTO;JARDIM PAULISTA I;E496601A@EDUCACAO.SP.GOV.BR;39350427;1;0;15;0;0;483;281;0;0;0;0
20419;CAPIVARI;353;INDAIATUBA;1;920083;8;NULL;ANNUNZIATTA LEONILDA VIRGINELLI PRADO PROFESSORA;RUA ORLANDO BARNABE;JARDIM MORADA DO SOL;E920083A@EDUCACAO.SP.GOV.BR;39356123;1;0;11;0;0;890;675;0;0;0;0
20419;CAPIVARI;465;MONTE MOR;1;18727;8;NULL;ELIAS MASSUD DOUTOR;RUA PROFESSOR FAUZE CALIL;CENTRO;DIRETOR.MASSUD@GMAIL.COM;38791188;1;0;0;0;0;144;94;0;0;0;0
20419;CAPIVARI;465;MONTE MOR;1;406272;8;NULL;MARIO COVAS GOVERNADOR;RUA MISAEL BERGANTON;PARQUE RESIDENCIAL SAO CLEMENTE;E406272A@EDUCACAO.SP.GOV.BR;38898874;1;0;0;0;0;214;107;0;0;0;0
20419;CAPIVARI;465;MONTE MOR;1;920678;8;NULL;CYRIACO SCARANELLO PIRES CONEGO;RUA NAIR LOPES SALES;RESIDENCIAL PARQUE DO CAFE;E920678A@EDUCACAO.SP.GOV.BR;38795177;1;0;0;0;0;708;359;0;0;0;0
20501;ARARAQUARA;166;AMERICO BRASILIENSE;2;458173;6;21830;CEL JTO A EE DINORA MARCONDES GOMES PROFA;RUA EMILIA GALLI;CENTRO;NULL;33921335;1;0;0;0;0;0;0;0;0;0;0
20501;ARARAQUARA;181;ARARAQUARA;1;4714;8;NULL;VEREADOR CARLOS ROBERTO MARQUES;JOAO BATISTA MARCHEZI;PARQUE RESIDENCIAL VALE DO SOL;E004714A@EDUCACAO.SP.GOV.BR;33117117;1;0;11;0;0;137;156;0;0;0;0
20501;ARARAQUARA;181;ARARAQUARA;1;21891;8;NULL;GERALDO HONORATO AZZI SACHS PROF;BENEDITO FLORIO;JARDIM PAULISTANO VILA XAVIER;E021891A@EDUCACAO.SP.GOV.BR;33372612;1;0;0;0;592;0;0;0;0;0;0
20501;ARARAQUARA;181;ARARAQUARA;1;21970;8;NULL;VICTOR LACORTE PROF;MARIO YBARRA DE ALMEIDA;CENTRO;E021970A@EDUCACAO.SP.GOV.BR;33220004;1;0;13;0;0;168;300;0;0;0;0
20501;ARARAQUARA;181;ARARAQUARA;1;21994;8;NULL;DORIVAL ALVES;CEARA;VILA XAVIER VILA XAVIER;E021994A@EDUCACAO.SP.GOV.BR;33374686;1;0;26;0;0;636;369;0;79;0;0
20501;ARARAQUARA;181;ARARAQUARA;1;22147;8;NULL;LEA DE FREITAS MONTEIRO PROFA;ALAGOAS;JARDIM BRASIL VILA XAVIER;E022147A@EDUCACAO.SP.GOV.BR;33371233;1;0;14;0;0;225;93;0;0;0;0
20501;ARARAQUARA;181;ARARAQUARA;1;22159;8;NULL;ANTONIO LOURENCO CORREA;TREZE DE MAIO;VILA XAVIER VILA XAVIER;E022159A@EDUCACAO.SP.GOV.BR;33223668;1;0;0;0;550;0;0;0;0;0;0
20501;ARARAQUARA;181;ARARAQUARA;1;43540;8;NULL;LUISA ROLFSEN PETRILLI PROFA;AGNES GONXHA BOJAXHIU;PARQUE RESIDENCIAL IGUATEMI;E043540A@EDUCACAO.SP.GOV.BR;33320729;1;0;0;0;641;0;0;0;0;0;0
20501;ARARAQUARA;181;ARARAQUARA;1;903334;8;NULL;ANTONIO DE OLIVEIRA BUENO FILHO;CICERO PINTO FERRAZ;JARDIM PINHEIROS VILA XAVIER;E903334A@EDUCACAO.SP.GOV.BR;33372777;1;0;0;0;645;0;0;0;0;0;0
20501;ARARAQUARA;181;ARARAQUARA;1;903358;8;NULL;LEONARDO BARBIERI DEPUTADO;DOMINGOS PAULO REAL;JARDIM RESIDENCIAL ITALIA;E903358A@EDUCACAO.SP.GOV.BR;33222666;1;0;16;0;307;310;0;0;0;0;0
20501;ARARAQUARA;181;ARARAQUARA;1;922973;8;NULL;SERGIO PEDRO SPERANZA PROF;RUA PROFESSOR STANLEY ROBSON CERQUEIRA;PARQUE SAO PAULO VILA XAVIER;E922973A@EDUCACAO.SP.GOV.BR;33374702;1;0;5;0;222;283;204;0;0;0;0
20501;ARARAQUARA;181;ARARAQUARA;2;453249;15;21970;PENITENCIARIA DR SEBASTIAO MARTINS SILVEIRA;FRANCISCO VAZ FILHO;JARDIM PINHEIROS VILA XAVIER;E021970A@EDUCACAO.SP.GOV.BR;33372799;1;0;0;0;0;0;0;8;96;71;0
20501;ARARAQUARA;181;ARARAQUARA;2;454072;15;21970;CENTRO DE RESSOCIALIZACAO FEMININO DE ARARAQUARA;JORGE BILLER TEIXEIRA;VILA FERROVIARIA;E021970A@EDUCACAO.SP.GOV.BR;33220004;1;0;0;0;0;0;0;5;41;25;0
20501;ARARAQUARA;181;ARARAQUARA;2;462020;6;435697;CEL JTO A MARIA ISABEL RODRIGUES ORSO PROFA;RUA JOSE LOGATTI;JARDIM ROBERTO SELMI DEI;NULL;33241814;1;0;0;0;0;0;0;0;0;0;0
20501;ARARAQUARA;181;ARARAQUARA;2;559490;34;47405;CENTRO ATEND SOCIOEDUC AO ADOLESCENTE DE ARARAQUARA CI;JOSE GORLA;CONDOMINIO SATELITE;E022123A@EDUCACAO.SP.GOV.BR;33242256;1;0;0;0;0;21;28;0;0;0;0
20501;ARARAQUARA;181;ARARAQUARA;2;985314;6;22073;CEL JTO A EE JOAO MANOEL DO AMARAL;LA SALLE;JARDIM PRIMAVERA;E022073@EDUCACAO.SP.GOV.BR;33353806;1;0;0;0;0;0;0;0;0;0;0
20501;ARARAQUARA;441;MATAO;1;24934;8;NULL;JOSE INOCENCIO DA COSTA;CESARIO MOTTA;CENTRO;E024934A@EDUCACAO.SP.GOV.BR;33821767;1;0;0;0;0;379;59;0;0;0;0
20501;ARARAQUARA;441;MATAO;1;24958;8;NULL;CHLORITA DE OLIVEIRA PENTEADO MARTINS PROFA;RUA ARTHUR RIBEIRO;VILA CARDIM;E024958A@EDUCACAO.SP.GOV.BR;33821472;1;0;0;0;0;331;172;0;0;0;0
20501;ARARAQUARA;441;MATAO;1;24961;8;NULL;LEOPOLDINO MEIRA DE ANDRADE DR;RUA SERAFIM HERMIDA SOARES;JARDIM PARAISO II;E024961A@EDUCACAO.SP.GOV.BR;33821293;1;0;11;0;192;139;0;0;0;0;0
20501;ARARAQUARA;441;MATAO;1;24971;8;NULL;NELSON ANTONIO ROMAO PADRE;JOSE BONIFACIO;VILA SANTA CRUZ;E024971A@EDUCACAO.SP.GOV.BR;33821067;1;0;0;0;539;0;0;0;0;0;0
20501;ARARAQUARA;441;MATAO;1;909695;8;NULL;JOSE CARLOS PINOTTI;CONSTANTINO BASTIA;JARDIM PEREIRA;E909695A@EDUCACAO.SP.GOV.BR;33826602;1;0;0;0;0;296;0;0;0;0;0
20501;ARARAQUARA;441;MATAO;2;447341;6;24946;CEL JTO A EE HENRIQUE MORATO PROF;CESARIO MOTTA;CENTRO;NULL;33821814;1;0;0;0;0;0;0;0;0;0;0
20501;ARARAQUARA;729;MOTUCA;1;22135;8;NULL;ADOLPHO THOMAS DE AQUINO;RUA FRANCISCO MALZONI;CENTRO;E022135A@EDUCACAO.SP.GOV.BR;33481147;1;0;0;0;0;0;126;0;0;0;0
20502;BARRETOS;158;ALTAIR;1;28228;8;NULL;OVIDIO DE SOUZA DIAS;AVENIDA DOIS;CENTRO;E028228A@EDUCACAO.SP.GOV.BR;38891218;1;0;6;0;0;172;98;0;0;0;0
20502;BARRETOS;204;BARRETOS;1;22354;8;NULL;MARIO VIEIRA MARCONDES;AVENIDA QUARENTA E TRES NUMERACAO COM ZERO INICIAL;CELINA;E022354A@EDUCACAO.SP.GOV.BR;33224109;1;0;13;0;0;248;138;0;0;0;0
20502;BARRETOS;204;BARRETOS;1;22457;8;NULL;MACEDO SOARES EMBAIXADOR;MEXICO;CITY BARRETOS;E022457A@EDUCACAO.SP.GOV.BR;33227957;1;0;0;0;0;305;65;0;0;0;0
20502;BARRETOS;204;BARRETOS;1;498166;3;NULL;DORIVAL THOMAZ DA COSTA;RUA 28;FORTALEZA;E498166A@EDUCACAO.SP.GOV.BR;33246740;1;0;0;0;0;0;0;0;1212;476;0
20502;BARRETOS;204;BARRETOS;1;579889;8;NULL;MARIA HELENA SCANNAVINO;FLAVIO CLARO DE FARIA;JARDIM RESIDENCIAL ETEMP;E579889A@EDUCACAO.SP.GOV.BR;33233037;1;0;0;0;0;0;202;0;0;0;0
20502;BARRETOS;204;BARRETOS;2;433559;6;22469;CEL JTO A EE ANTONIO OLYMPIO DOUTOR;FRANCISCO BARRETO;CENTRO;NULL;33221906;1;0;0;0;0;0;0;0;0;0;0
20502;BARRETOS;322;GUAIRA;1;22238;8;NULL;ENOCH GARCIA LEAL;AVENIDA  SETE;CENTRO;E022238A@EDUCACAO.SP.GOV.BR;33311104;1;0;7;0;0;608;283;0;0;0;0
20502;BARRETOS;322;GUAIRA;2;458193;6;22238;CEL JTO A EE ENOCH GARCIA LEAL;AV 7;CENTRO;NULL;33311104;1;0;0;0;0;0;0;0;0;0;0
20502;BARRETOS;487;OLIMPIA;1;28022;8;NULL;NARCISO BERTOLINO CAPITAO;AVENIDA PROFESSORA MARIA UBALDINA  BARROS FURQUIM;JARDIM GLORIA;E028022A@EDUCACAO.SP.GOV.BR;32811723;1;0;6;0;0;428;0;0;0;0;0
20502;BARRETOS;487;OLIMPIA;1;28034;8;NULL;ANITA COSTA DONA;AVENIDA DEPUTADO WALDEMAR LOPES FERRAZ;CENTRO;E028034A@EDUCACAO.SP.GOV.BR;32813184;1;0;10;0;0;495;228;0;0;0;0
20502;BARRETOS;487;OLIMPIA;1;28113;8;NULL;FRANCISCO BERNARDES FERREIRA COMENDADOR;RUA DOUTOR OSCAR WERNECK;CENTRO RIBEIRO DOS SANTOS;E028113A@EDUCACAO.SP.GOV.BR;32841222;1;0;5;0;0;139;67;0;0;0;0
20504;FRANCA;280;CRISTAIS PAULISTA;1;22861;8;NULL;JOAO DE FARIA;AVENIDA ANTONIO PRADO;CENTRO;E022861A@EDUCACAO.SP.GOV.BR;31331603;1;0;0;0;0;0;274;0;0;0;0
20504;FRANCA;280;CRISTAIS PAULISTA;2;6271;6;22861;CEL JTO A EE JOAO DE FARIA;ANTONIO PRADO;CENTRO;E022861A@EDUCACAO.SP.GOV.BR;31331603;1;0;0;0;0;0;0;0;0;0;0
20504;FRANCA;310;FRANCA;1;22792;8;NULL;JOAO MARCIANO DE ALMEIDA DR;ESPIRITO SANTO;VILA APARECIDA;E022792A@EDUCACAO.SP.GOV.BR;37214907;1;0;13;0;0;634;648;0;0;0;0
20504;FRANCA;310;FRANCA;1;22822;8;NULL;CARMEM MUNHOZ COELHO PROFA;WASHINGTON LUIS DOUTOR;JARDIM BOA ESPERANCA;E022822A@EDUCACAO.SP.GOV.BR;37272260;1;0;0;0;0;276;31;0;0;0;0
20504;FRANCA;310;FRANCA;1;22895;8;NULL;FRANCISCO MARTINS CORONEL;PRACA CORONEL ANTONIO JACINTHO;CENTRO;E022895A@EDUCACAO.SP.GOV.BR;37214614;1;0;0;0;278;0;0;0;0;0;0
20504;FRANCA;310;FRANCA;1;22950;8;NULL;DANTE GUEDINE FILHO PROF;DIONIZIO FACIOLI;PROLONGAMENTO VILA INDUSTRIAL;E022950A@EDUCACAO.SP.GOV.BR;37238641;1;0;0;0;0;533;0;0;0;0;0
20504;FRANCA;310;FRANCA;1;351076;8;NULL;VICENTE MINICUCCI PROFESSOR;RUA JOSE ANTONIO DOS SANTOS;RECANTO ELIMAR;E351076A@EDUCACAO.SP.GOV.BR;37013234;1;0;35;0;0;455;459;0;0;0;0
20504;FRANCA;310;FRANCA;1;496546;8;NULL;ROBERTO SCARABUCI PROFESSOR;JOSE DE ANDRADE PINTO;RESIDENCIAL ANA DOROTHEA;E496546A@EDUCACAO.SP.GOV.BR;37219706;1;0;0;0;0;445;51;0;0;0;0
20504;FRANCA;310;FRANCA;1;903401;8;NULL;LIZETE PAULINO TEIXEIRA PROFA;AGOSTINHO DE JESUS FREI;VILA SANTA TEREZINHA;E903401A@EDUCACAO.SP.GOV.BR;37030501;1;0;0;0;327;0;0;0;0;0;0
20504;FRANCA;310;FRANCA;1;911252;8;NULL;ADELINA PASQUINO CASSIS PROFA;FRANCISCO PROCOPIO DE OLIVEIRA;JARDIM EDEN;E911252A@EDUCACAO.SP.GOV.BR;37274443;1;0;0;0;0;549;293;0;0;0;0
20504;FRANCA;310;FRANCA;1;911264;8;NULL;ISRAEL NICEUS MOREIRA PROF;LUIZ TARDIVO;JARDIM SANTA EFIGENIA;E911264A@EDUCACAO.SP.GOV.BR;37209293;1;0;0;0;0;291;22;0;0;0;0
20504;FRANCA;310;FRANCA;1;911288;8;NULL;JOSE RICARDO PUCCI PROF;IVETE VARGAS;JARDIM PINHEIROS I;E911288A@EDUCACAO.SP.GOV.BR;37048013;1;0;0;0;325;0;0;0;0;0;0
20504;FRANCA;310;FRANCA;1;914290;8;NULL;LAURA DE MELLO FRANCO PROFA;PAULO FRANCISCO QUEIROZ ARRUDA;JARDIM REDENTOR;E914290A@EDUCACAO.SP.GOV.BR;37032187;1;0;0;0;0;184;45;0;0;0;0
20504;FRANCA;310;FRANCA;1;924969;8;NULL;LYDIA ROCHA ALVES PROFA;DENIZAR TREVIZANI;JARDIM AEROPORTO III;E924969A@EDUCACAO.SP.GOV.BR;37042104;1;0;22;0;0;213;201;0;0;0;0
20504;FRANCA;310;FRANCA;2;344758;9;65997;CENTRO ATEND SOCIOEDUC AO ADOLESC DE FRANCA  CIP;SIDNEY ROMEU DE ANDRADE DOUTOR;JARDIM MARAMBAIA;PEDAGCAIPFRANCA@FUNDACAOCASA.SP.GOV.BR;21043858;1;0;0;0;0;0;0;0;0;0;0
20504;FRANCA;310;FRANCA;2;458831;6;900667;CEL JTO A EE SUDARIO FERREIRA;CLOVIS VIEIRA DE ANDRADE;JARDIM PORTINARI;E900667A@EDUCACAO.SP.GOV.BR;37048144;1;0;0;0;0;0;0;0;0;0;0
20504;FRANCA;518;PEDREGULHO;1;23140;8;NULL;JOSE RIBEIRO DE BARROS PROF;RUA ESTREITO;USINA ESTREITO;E023140A@EDUCACAO.SP.GOV.BR;31767169;2;0;19;0;0;74;37;0;0;0;0
20504;FRANCA;579;RIBEIRAO CORRENTE;1;23152;8;NULL;NENE LOURENCO;RUA FORTUNATO MESSIAS NUNES;MONTE ALEGRE;E023152A@EDUCACAO.SP.GOV.BR;37491108;1;0;0;0;0;0;140;0;0;0;0
20506;JABOTICABAL;210;BEBEDOURO;1;980161;3;NULL;CEEJA HERNANI NOBRE PROFESSOR;RUA LUCAS EVANGELISTA;CENTRO;E980161A@EDUCACAO.SP.GOV.BR;33452282;1;0;0;0;0;0;0;0;808;302;0
20506;JABOTICABAL;334;GUARIBA;2;5478;15;23590;PENITENCIARIA FEMININA DE GUARIBA;BRIGADEIRO FARIA LIMA SP326 KM 323;ZONA RURAL;E023590A@EDUCACAO.SP.GOV.BR;32513407;2;0;0;0;0;0;0;33;102;128;0
20506;JABOTICABAL;391;JABOTICABAL;1;23735;8;NULL;ROSA MARI DE SOUZA SIMIELLI PROFESSORA;AVENIDA MAJOR NOVAES;SOROCABANO;E023735A@EDUCACAO.SP.GOV.BR;32021002;1;0;18;0;0;289;230;0;0;86;0
20506;JABOTICABAL;391;JABOTICABAL;1;922511;8;NULL;AURORA FERRAZ VIANNA DOS SANTOS PROFESSORA DONA;OSWALDO PEREIRA TEIXEIRA;PARQUE PRIMEIRO DE MAIO;E922511A@EDUCACAO.SP.GOV.BR;32028575;1;0;17;0;0;306;314;0;66;0;0
20506;JABOTICABAL;461;MONTE ALTO;1;44623;8;NULL;NELLY BAHDUR CANO PROFESSORA;AVENIDA BARTOLOMEU BUENO;CONJUNTO HABITACIONAL BANDEIRANTES;E044623A@EDUCACAO.SP.GOV.BR;32423121;1;0;5;0;0;174;116;0;0;0;0
20506;JABOTICABAL;557;PRADOPOLIS;1;23516;8;NULL;CONSTANTE OMETTO;RUA CASTELO BRANCO;JARDIM SAO PAULO;E023516A@EDUCACAO.SP.GOV.BR;39811218;1;0;3;0;0;0;619;0;88;0;0
20506;JABOTICABAL;679;TAIUVA;1;22512;8;NULL;BENEDITO ORTIZ CORONEL;RUA XV DE NOVEMBRO;CENTRO;E022512A@EDUCACAO.SP.GOV.BR;32461221;1;0;8;0;0;243;139;0;0;0;0
20507;RIBEIRAO PRETO;159;ALTINOPOLIS;1;22901;8;NULL;ANTONIO BARREIROS PROFESSOR;PRACA JOAO MONTANS;GINASIO;E022901A@EDUCACAO.SP.GOV.BR;36652397;1;0;0;0;0;312;408;0;13;0;0
